time_s,envelope_v,label,event
17.76,1.2368,flex,flex_2
17.78,1.2154,flex,flex_2
17.80,1.2188,flex,flex_2
17.82,1.3411,flex,flex_2
17.84,1.2818,flex,flex_2
17.86,1.3459,flex,flex_2
17.88,1.3241,flex,flex_2
17.90,1.3959,flex,flex_2
17.92,1.4075,flex,flex_2
17.94,1.3163,flex,flex_2
17.96,1.4501,flex,flex_2
17.98,1.4221,flex,flex_2
18.00,1.4705,flex,flex_2
18.02,1.4804,flex,flex_2
18.04,1.6101,flex,flex_2
18.06,1.6126,flex,flex_2
18.08,1.4527,flex,flex_2
18.10,1.3993,flex,flex_2
18.12,1.4793,flex,flex_2
18.14,1.5023,flex,flex_2
18.16,1.3696,flex,flex_2
18.18,1.3086,flex,flex_2
18.20,1.3399,flex,flex_2
18.22,1.0083,flex,flex_2
18.24,1.0943,flex,flex_2
18.26,1.0921,flex,flex_2
18.28,0.8843,flex,flex_2
18.30,0.8905,flex,flex_2
18.32,0.7329,flex,flex_2
18.34,0.8264,flex,flex_2
18.36,0.7713,flex,flex_2
18.38,0.7079,flex,flex_2
18.40,0.5810,flex,flex_2
18.42,0.6671,flex,flex_2
18.44,0.5467,flex,flex_2
18.46,0.5565,flex,flex_2
18.48,0.3852,flex,flex_2
18.50,0.4125,rest,rest
18.52,0.4024,rest,rest
18.54,0.3277,rest,rest
18.56,0.3310,rest,rest
18.58,0.3823,rest,rest
18.60,0.3539,rest,rest
18.62,0.3266,rest,rest
18.64,0.3962,rest,rest
18.66,0.3556,rest,rest
18.68,0.3505,rest,rest
18.70,0.3878,rest,rest
18.72,0.3318,rest,rest
18.74,0.3701,rest,rest
18.76,0.3662,rest,rest
18.78,0.3676,rest,rest
18.80,0.3698,rest,rest
18.82,0.3459,rest,rest
18.84,0.3445,rest,rest
18.86,0.3382,rest,rest
18.88,0.3664,rest,rest
18.90,0.3050,rest,rest
18.92,0.3635,rest,rest
18.94,0.3900,rest,rest
18.96,0.3763,rest,rest
18.98,0.3745,rest,rest
19.00,0.3663,rest,rest
19.02,0.3523,rest,rest
19.04,0.3323,rest,rest
19.06,0.3665,rest,rest
19.08,0.3922,rest,rest
19.10,0.3828,rest,rest
19.12,0.3962,rest,rest
19.14,0.3655,rest,rest
19.16,0.3390,rest,rest
19.18,0.3691,rest,rest
19.20,0.3568,rest,rest
19.22,0.3729,rest,rest
19.24,0.3427,rest,rest
19.26,0.3304,rest,rest
19.28,0.3194,rest,rest
19.30,0.3836,rest,rest
19.32,0.3686,rest,rest
19.34,0.3510,rest,rest
19.36,0.3664,rest,rest
19.38,0.3811,rest,rest
19.40,0.3719,rest,rest
19.42,0.3926,rest,rest
19.44,0.3513,rest,rest
19.46,0.3606,rest,rest
19.48,0.3407,rest,rest
19.50,0.3726,rest,rest
19.52,0.3475,rest,rest
19.54,0.3831,rest,rest
19.56,0.3466,rest,rest
19.58,0.4054,rest,rest
19.60,0.3548,rest,rest
19.62,0.3565,rest,rest
19.64,0.3125,rest,rest
19.66,0.3468,rest,rest
19.68,0.3999,rest,rest
19.70,0.3545,rest,rest
19.72,0.3824,rest,rest
19.74,0.3510,rest,rest
19.76,0.3693,rest,rest
19.78,0.3562,rest,rest
19.80,0.3430,rest,rest
19.82,0.3549,rest,rest
19.84,0.3540,rest,rest
19.86,0.3863,rest,rest
19.88,0.3710,rest,rest
19.90,0.3407,rest,rest
19.92,0.3468,rest,rest
19.94,0.3402,rest,rest
19.96,0.2958,rest,rest
19.98,0.3552,rest,rest
20.00,0.3581,rest,rest
20.02,0.3630,rest,rest
20.04,0.3662,rest,rest
20.06,0.3762,rest,rest
20.08,0.3387,rest,rest
20.10,0.3571,rest,rest
20.12,0.3437,rest,rest
20.14,0.3529,rest,rest
20.16,0.3711,rest,rest
20.18,0.3667,rest,rest
20.20,0.3795,rest,rest
20.22,0.3935,rest,rest
20.24,0.3521,rest,rest
20.26,0.3721,rest,rest
20.28,0.3891,rest,rest
20.30,0.3815,rest,rest
20.32,0.3901,rest,rest
20.34,0.4145,rest,rest
20.36,0.3982,rest,rest
20.38,0.3105,rest,rest
20.40,0.3576,rest,rest
20.42,0.3885,rest,rest
20.44,0.3439,rest,rest
20.46,0.3865,rest,rest
20.48,0.3488,rest,rest
20.50,0.3519,rest,rest
20.52,0.3943,rest,rest
20.54,0.3338,rest,rest
20.56,0.3621,rest,rest
20.58,0.3754,rest,rest
20.60,0.3578,rest,rest
20.62,0.3707,rest,rest
20.64,0.3485,rest,rest
20.66,0.3505,rest,rest
20.68,0.3404,rest,rest
20.70,0.3485,rest,rest
20.72,0.3539,rest,rest
20.74,0.3474,rest,rest
20.76,0.3337,rest,rest
20.78,0.3765,rest,rest
20.80,0.3437,rest,rest
20.82,0.3788,rest,rest
20.84,0.3239,rest,rest
20.86,0.3787,rest,rest
20.88,0.3733,rest,rest
20.90,0.3776,rest,rest
20.92,0.3355,rest,rest
20.94,0.4005,rest,rest
20.96,0.3563,rest,rest
20.98,0.3669,rest,rest
21.00,0.3853,rest,rest
21.02,0.4023,rest,rest
21.04,0.3389,rest,rest
21.06,0.3593,rest,rest
21.08,0.3504,rest,rest
21.10,0.3182,rest,rest
21.12,0.3439,rest,rest
21.14,0.3844,rest,rest
21.16,0.3723,rest,rest
21.18,0.3311,rest,rest
21.20,0.3352,rest,rest
21.22,0.3956,rest,rest
21.24,0.3624,rest,rest
21.26,0.3604,rest,rest
21.28,0.3198,rest,rest
21.30,0.3749,rest,rest
21.32,0.3307,rest,rest
21.34,0.3855,rest,rest
21.36,0.3735,rest,rest
21.38,0.3658,rest,rest
21.40,0.4048,rest,rest
21.42,0.3365,rest,rest
21.44,0.3634,rest,rest
21.46,0.3745,rest,rest
21.48,0.3660,rest,rest
21.50,0.3478,rest,rest
21.52,0.4068,rest,rest
21.54,0.3501,rest,rest
21.56,0.3759,rest,rest
21.58,0.3324,rest,rest
21.60,0.3721,rest,rest
21.62,0.3590,rest,rest
21.64,0.3843,rest,rest
21.66,0.3884,rest,rest
21.68,0.3747,rest,rest
21.70,0.3648,rest,rest
21.72,0.3639,rest,rest
21.74,0.4255,rest,rest
21.76,0.3659,rest,rest
21.78,0.4289,rest,rest
21.80,0.3838,rest,rest
21.82,0.3636,rest,rest
21.84,0.3656,rest,rest
21.86,0.3953,rest,rest
21.88,0.3730,rest,rest
21.90,0.3637,rest,rest
21.92,0.3386,rest,rest
21.94,0.3479,rest,rest
21.96,0.3449,rest,rest
21.98,0.3593,rest,rest
22.00,0.3518,rest,rest
22.02,0.3741,rest,rest
22.04,0.3875,rest,rest
22.06,0.3697,rest,rest
22.08,0.3801,rest,rest
22.10,0.3898,rest,rest
22.12,0.3849,rest,rest
22.14,0.3614,rest,rest
22.16,0.3711,rest,rest
22.18,0.3715,rest,rest
22.20,0.3504,rest,rest
22.22,0.3600,rest,rest
22.24,0.3570,rest,rest
22.26,0.3986,rest,rest
22.28,0.3736,rest,rest
22.30,0.4016,rest,rest
22.32,0.4040,rest,rest
22.34,0.4044,rest,rest
22.36,0.3730,rest,rest
22.38,0.4118,rest,rest
22.40,0.3711,rest,rest
22.42,0.3771,rest,rest
22.44,0.3384,rest,rest
22.46,0.4137,rest,rest
22.48,0.3264,rest,rest
22.50,0.3474,rest,rest
22.52,0.3048,rest,rest
22.54,0.3510,rest,rest
22.56,0.3914,rest,rest
22.58,0.3581,rest,rest
22.60,0.3639,rest,rest
22.62,0.3429,rest,rest
22.64,0.3862,rest,rest
22.66,0.4075,rest,rest
22.68,0.3886,rest,rest
22.70,0.3739,rest,rest
22.72,0.3653,rest,rest
22.74,0.3716,rest,rest
22.76,0.3331,rest,rest
22.78,0.3805,rest,rest
22.80,0.3604,rest,rest
22.82,0.4345,rest,rest
22.84,0.3542,rest,rest
22.86,0.3894,rest,rest
22.88,0.3572,rest,rest
22.90,0.4014,rest,rest
22.92,0.3785,rest,rest
22.94,0.4140,rest,rest
22.96,0.3936,rest,rest
22.98,0.3847,rest,rest
23.00,0.3869,rest,rest
23.02,0.3384,rest,rest
23.04,0.3716,rest,rest
23.06,0.3270,rest,rest
23.08,0.3723,rest,rest
23.10,0.3272,rest,rest
23.12,0.3717,rest,rest
23.14,0.3800,rest,rest
23.16,0.3534,rest,rest
23.18,0.3335,rest,rest
23.20,0.3775,rest,rest
23.22,0.3790,rest,rest
23.24,0.3721,rest,rest
23.26,0.3994,rest,rest
23.28,0.4001,rest,rest
23.30,0.3547,rest,rest
23.32,0.3819,rest,rest
23.34,0.3892,rest,rest
23.36,0.3834,rest,rest
23.38,0.4139,rest,rest
23.40,0.3692,rest,rest
23.42,0.3803,rest,rest
23.44,0.3644,rest,rest
23.46,0.3989,rest,rest
23.48,0.4028,rest,rest
23.50,0.4080,rest,rest
23.52,0.3743,rest,rest
23.54,0.3655,rest,rest
23.56,0.3593,rest,rest
23.58,0.3590,rest,rest
23.60,0.3796,rest,rest
23.62,0.3711,rest,rest
23.64,0.3615,rest,rest
23.66,0.3568,rest,rest
23.68,0.4063,rest,rest
23.70,0.3742,rest,rest
23.72,0.3806,rest,rest
23.74,0.3465,rest,rest
23.76,0.3354,rest,rest
23.78,0.3912,rest,rest
23.80,0.3741,rest,rest
23.82,0.3455,rest,rest
23.84,0.4190,rest,rest
23.86,0.3943,rest,rest
23.88,0.3708,rest,rest
23.90,0.3685,rest,rest
23.92,0.3825,rest,rest
23.94,0.3970,rest,rest
23.96,0.3205,rest,rest
23.98,0.3981,rest,rest
24.00,0.4008,rest,rest
24.02,0.3790,rest,rest
24.04,0.4005,rest,rest
24.06,0.3934,rest,rest
24.08,0.4074,rest,rest
24.10,0.3611,rest,rest
24.12,0.4099,rest,rest
24.14,0.3717,rest,rest
24.16,0.4252,rest,rest
24.18,0.3494,rest,rest
24.20,0.3553,rest,rest
24.22,0.4051,rest,rest
24.24,0.3694,rest,rest
24.26,0.3358,rest,rest
24.28,0.4068,rest,rest
24.30,0.3910,rest,rest
24.32,0.4030,rest,rest
24.34,0.3990,rest,rest
24.36,0.3567,rest,rest
24.38,0.3723,rest,rest
24.40,0.4072,rest,rest
24.42,0.4160,rest,rest
24.44,0.3875,rest,rest
24.46,0.3996,rest,rest
24.48,0.3592,rest,rest
24.50,0.3667,rest,rest
24.52,0.3930,rest,rest
24.54,0.3768,rest,rest
24.56,0.4122,rest,rest
24.58,0.3451,rest,rest
24.60,0.3941,rest,rest
24.62,0.3898,rest,rest
24.64,0.3450,rest,rest
24.66,0.3451,rest,rest
24.68,0.3492,rest,rest
24.70,0.3715,rest,rest
24.72,0.3663,rest,rest
24.74,0.3540,rest,rest
24.76,0.3683,rest,rest
24.78,0.3869,rest,rest
24.80,0.3752,rest,rest
24.82,0.3847,rest,rest
24.84,0.3446,rest,rest
24.86,0.3745,rest,rest
24.88,0.4031,rest,rest
24.90,0.3963,rest,rest
24.92,0.3349,rest,rest
24.94,0.4176,rest,rest
24.96,0.4261,rest,rest
24.98,0.3927,rest,rest
25.00,0.4095,flex,flex_3
25.02,0.4296,flex,flex_3
25.04,0.6504,flex,flex_3
25.06,0.7251,flex,flex_3
25.08,0.7233,flex,flex_3
25.10,0.8254,flex,flex_3
25.12,1.0339,flex,flex_3
25.14,0.9882,flex,flex_3
25.16,1.1388,flex,flex_3
25.18,1.1766,flex,flex_3
25.20,1.2629,flex,flex_3
25.22,1.3773,flex,flex_3
25.24,1.4578,flex,flex_3
25.26,1.5318,flex,flex_3
25.28,1.4529,flex,flex_3
25.30,1.3533,flex,flex_3
25.32,1.4608,flex,flex_3
25.34,1.3876,flex,flex_3
25.36,1.3473,flex,flex_3
25.38,1.3913,flex,flex_3
25.40,1.4286,flex,flex_3
25.42,1.2951,flex,flex_3
25.44,1.4241,flex,flex_3
25.46,1.3291,flex,flex_3
25.48,1.3976,flex,flex_3
25.50,1.3316,flex,flex_3
25.52,1.2927,flex,flex_3
25.54,1.2990,flex,flex_3
25.56,1.2816,flex,flex_3
25.58,1.3611,flex,flex_3
25.60,1.3692,flex,flex_3
25.62,1.4233,flex,flex_3
25.64,1.4460,flex,flex_3
25.66,1.4697,flex,flex_3
25.68,1.4586,flex,flex_3
25.70,1.4291,flex,flex_3
25.72,1.5162,flex,flex_3
25.74,1.4663,flex,flex_3
25.76,1.5020,flex,flex_3
25.78,1.4512,flex,flex_3
25.80,1.4325,flex,flex_3
25.82,1.5312,flex,flex_3
25.84,1.4143,flex,flex_3
25.86,1.4361,flex,flex_3
25.88,1.4639,flex,flex_3
25.90,1.5139,flex,flex_3
25.92,1.5093,flex,flex_3
25.94,1.7078,flex,flex_3
25.96,1.4290,flex,flex_3
25.98,1.5578,flex,flex_3
26.00,1.4520,flex,flex_3
26.02,1.4702,flex,flex_3
26.04,1.5146,flex,flex_3
26.06,1.3718,flex,flex_3
26.08,1.4047,flex,flex_3
26.10,1.3244,flex,flex_3
26.12,1.2869,flex,flex_3
26.14,1.3365,flex,flex_3
26.16,1.4639,flex,flex_3
26.18,1.2639,flex,flex_3
26.20,1.3446,flex,flex_3
26.22,1.3327,flex,flex_3
26.24,1.2715,flex,flex_3
26.26,1.1922,flex,flex_3
26.28,1.1666,flex,flex_3
26.30,1.2646,flex,flex_3
26.32,1.3398,flex,flex_3
26.34,1.4215,flex,flex_3
26.36,1.2688,flex,flex_3
26.38,1.3866,flex,flex_3
26.40,1.5496,flex,flex_3
26.42,1.3451,flex,flex_3
26.44,1.3253,flex,flex_3
26.46,1.4261,flex,flex_3
26.48,1.5038,flex,flex_3
26.50,1.4975,flex,flex_3
26.52,1.5216,flex,flex_3
26.54,1.5283,flex,flex_3
26.56,1.4765,flex,flex_3
26.58,1.5980,flex,flex_3
26.60,1.4890,flex,flex_3
26.62,1.4751,flex,flex_3
26.64,1.5646,flex,flex_3
26.66,1.4850,flex,flex_3
26.68,1.3971,flex,flex_3
26.70,1.5852,flex,flex_3
26.72,1.4497,flex,flex_3
26.74,1.3995,flex,flex_3
26.76,1.5216,flex,flex_3
26.78,1.5395,flex,flex_3
26.80,1.3131,flex,flex_3
26.82,1.3363,flex,flex_3
26.84,1.3969,flex,flex_3
26.86,1.2469,flex,flex_3
26.88,1.3012,flex,flex_3
26.90,1.3518,flex,flex_3
26.92,1.3332,flex,flex_3
26.94,1.3010,flex,flex_3
26.96,1.3031,flex,flex_3
26.98,1.3583,flex,flex_3
27.00,1.2450,flex,flex_3
27.02,1.3453,flex,flex_3
27.04,1.2999,flex,flex_3
27.06,1.2551,flex,flex_3
27.08,1.3720,flex,flex_3
27.10,1.4318,flex,flex_3
27.12,1.3852,flex,flex_3
27.14,1.5184,flex,flex_3
27.16,1.5373,flex,flex_3
27.18,1.4176,flex,flex_3
27.20,1.4373,flex,flex_3
27.22,1.5198,flex,flex_3
27.24,1.5175,flex,flex_3
27.26,1.6133,flex,flex_3
27.28,1.4912,flex,flex_3
27.30,1.6429,flex,flex_3
27.32,1.6352,flex,flex_3
27.34,1.5622,flex,flex_3
27.36,1.5755,flex,flex_3
27.38,1.3780,flex,flex_3
27.40,1.5222,flex,flex_3
27.42,1.5478,flex,flex_3
27.44,1.4396,flex,flex_3
27.46,1.4058,flex,flex_3
27.48,1.4540,flex,flex_3
27.50,1.4290,flex,flex_3
27.52,1.3855,flex,flex_3
27.54,1.2646,flex,flex_3
27.56,1.3478,flex,flex_3
27.58,1.2917,flex,flex_3
27.60,1.2171,flex,flex_3
27.62,1.3063,flex,flex_3
27.64,1.2599,flex,flex_3
27.66,1.3360,flex,flex_3
27.68,1.2691,flex,flex_3
27.70,1.2279,flex,flex_3
27.72,1.3494,flex,flex_3
27.74,1.1892,flex,flex_3
27.76,1.3194,flex,flex_3
27.78,1.3205,flex,flex_3
27.80,1.3846,flex,flex_3
27.82,1.3529,flex,flex_3
27.84,1.4290,flex,flex_3
27.86,1.2954,flex,flex_3
27.88,1.4748,flex,flex_3
27.90,1.4009,flex,flex_3
27.92,1.4623,flex,flex_3
27.94,1.4376,flex,flex_3
27.96,1.5541,flex,flex_3
27.98,1.4227,flex,flex_3
28.00,1.4921,flex,flex_3
28.02,1.6428,flex,flex_3
28.04,1.5774,flex,flex_3
28.06,1.5412,flex,flex_3
28.08,1.6096,flex,flex_3
28.10,1.5907,flex,flex_3
28.12,1.5440,flex,flex_3
28.14,1.4920,flex,flex_3
28.16,1.4664,flex,flex_3
28.18,1.3744,flex,flex_3
28.20,1.4438,flex,flex_3
28.22,1.4930,flex,flex_3
28.24,1.5113,flex,flex_3
28.26,1.3798,flex,flex_3
28.28,1.3176,flex,flex_3
28.30,1.3641,flex,flex_3
28.32,1.2266,flex,flex_3
28.34,1.2748,flex,flex_3
28.36,1.2320,flex,flex_3
28.38,1.2777,flex,flex_3
28.40,1.2265,flex,flex_3
28.42,1.1999,flex,flex_3
28.44,1.2770,flex,flex_3
28.46,1.3160,flex,flex_3
28.48,1.3204,flex,flex_3
28.50,1.3898,flex,flex_3
28.52,1.3611,flex,flex_3
28.54,1.3475,flex,flex_3
28.56,1.4597,flex,flex_3
28.58,1.4539,flex,flex_3
28.60,1.4379,flex,flex_3
28.62,1.5066,flex,flex_3
28.64,1.4317,flex,flex_3
28.66,1.5063,flex,flex_3
28.68,1.4231,flex,flex_3
28.70,1.2775,flex,flex_3
28.72,1.2910,flex,flex_3
28.74,1.1039,flex,flex_3
28.76,1.1177,flex,flex_3
28.78,1.1235,flex,flex_3
28.80,1.2269,flex,flex_3
28.82,1.0368,flex,flex_3
28.84,0.9237,flex,flex_3
28.86,0.8445,flex,flex_3
28.88,0.7012,flex,flex_3
28.90,0.6600,flex,flex_3
28.92,0.6087,flex,flex_3
28.94,0.6173,flex,flex_3
28.96,0.5360,flex,flex_3
28.98,0.4093,flex,flex_3
29.00,0.4176,rest,rest
29.02,0.4373,rest,rest
29.04,0.3505,rest,rest
29.06,0.3804,rest,rest
29.08,0.3810,rest,rest
29.10,0.4036,rest,rest
29.12,0.3963,rest,rest
29.14,0.4171,rest,rest
29.16,0.4099,rest,rest
29.18,0.4024,rest,rest
29.20,0.4534,rest,rest
29.22,0.3814,rest,rest
29.24,0.4391,rest,rest
29.26,0.3804,rest,rest
29.28,0.3688,rest,rest
29.30,0.3596,rest,rest
29.32,0.4686,rest,rest
29.34,0.4006,rest,rest
29.36,0.3647,rest,rest
29.38,0.4379,rest,rest
29.40,0.4106,rest,rest
29.42,0.4062,rest,rest
29.44,0.4345,rest,rest
29.46,0.4180,rest,rest
29.48,0.3891,rest,rest
29.50,0.4149,rest,rest
29.52,0.3607,rest,rest
29.54,0.4133,rest,rest
29.56,0.3886,rest,rest
29.58,0.4100,rest,rest
29.60,0.3826,rest,rest
29.62,0.4145,rest,rest
29.64,0.4238,rest,rest
29.66,0.3957,rest,rest
29.68,0.4480,rest,rest
29.70,0.4582,rest,rest
29.72,0.3810,rest,rest
29.74,0.3936,rest,rest
29.76,0.3809,rest,rest
29.78,0.4051,rest,rest
29.80,0.4275,rest,rest
29.82,0.4198,rest,rest
29.84,0.4318,rest,rest
29.86,0.3825,rest,rest
29.88,0.4208,rest,rest
29.90,0.4045,rest,rest
29.92,0.3730,rest,rest
29.94,0.3763,rest,rest
29.96,0.4087,rest,rest
29.98,0.4188,rest,rest
30.00,0.3894,rest,rest
30.02,0.4086,rest,rest
30.04,0.3904,rest,rest
30.06,0.4225,rest,rest
30.08,0.4164,rest,rest
30.10,0.4118,rest,rest
30.12,0.4298,rest,rest
30.14,0.3749,rest,rest
30.16,0.3805,rest,rest
30.18,0.4001,rest,rest
30.20,0.4192,rest,rest
30.22,0.4476,rest,rest
30.24,0.3887,rest,rest
30.26,0.3738,rest,rest
30.28,0.3835,rest,rest
30.30,0.3337,rest,rest
30.32,0.3761,rest,rest
30.34,0.3725,rest,rest
30.36,0.4314,rest,rest
30.38,0.3931,rest,rest
30.40,0.3730,rest,rest
30.42,0.3887,rest,rest
30.44,0.4375,rest,rest
30.46,0.3882,rest,rest
30.48,0.3892,rest,rest
30.50,0.4069,rest,rest
30.52,0.4324,rest,rest
30.54,0.3928,rest,rest
30.56,0.4027,rest,rest
30.58,0.4308,rest,rest
30.60,0.4229,rest,rest
30.62,0.4299,rest,rest
30.64,0.3855,rest,rest
30.66,0.3777,rest,rest
30.68,0.4281,rest,rest
30.70,0.4179,rest,rest
30.72,0.4407,rest,rest
30.74,0.3989,rest,rest
30.76,0.4308,rest,rest
30.78,0.4232,rest,rest
30.80,0.3857,rest,rest
30.82,0.4475,rest,rest
30.84,0.3881,rest,rest
30.86,0.3882,rest,rest
30.88,0.3971,rest,rest
30.90,0.4090,rest,rest
30.92,0.4462,rest,rest
30.94,0.4201,rest,rest
30.96,0.3957,rest,rest
30.98,0.4461,rest,rest
31.00,0.4298,rest,rest
31.02,0.4133,rest,rest
31.04,0.3884,rest,rest
31.06,0.4151,rest,rest
31.08,0.3647,rest,rest
31.10,0.4196,rest,rest
31.12,0.4211,rest,rest
31.14,0.3744,rest,rest
31.16,0.3974,rest,rest
31.18,0.3560,rest,rest
31.20,0.4138,rest,rest
31.22,0.3537,rest,rest
31.24,0.4212,rest,rest
31.26,0.4592,rest,rest
31.28,0.4261,rest,rest
31.30,0.3894,rest,rest
31.32,0.4477,rest,rest
31.34,0.4618,rest,rest
31.36,0.5316,rest,motion_artifact
31.38,0.5712,rest,motion_artifact
31.40,0.6673,rest,motion_artifact
31.42,0.7404,rest,motion_artifact
31.44,0.8974,rest,motion_artifact
31.46,1.0161,rest,motion_artifact
31.48,1.0892,rest,motion_artifact
31.50,1.1269,rest,motion_artifact
31.52,1.1349,rest,motion_artifact
31.54,1.0370,rest,motion_artifact
31.56,0.9214,rest,motion_artifact
31.58,0.7740,rest,motion_artifact
31.60,0.6667,rest,motion_artifact
31.62,0.5596,rest,motion_artifact
31.64,0.5154,rest,motion_artifact
31.66,0.4131,rest,rest
31.68,0.4640,rest,rest
31.70,0.4115,rest,rest
31.72,0.4140,rest,rest
31.74,0.4078,rest,rest
31.76,0.3984,rest,rest
31.78,0.3938,rest,rest
31.80,0.3793,rest,rest
31.82,0.3741,rest,rest
31.84,0.4080,rest,rest
31.86,0.3779,rest,rest
31.88,0.3762,rest,rest
31.90,0.4281,rest,rest
31.92,0.4030,rest,rest
31.94,0.4233,rest,rest
31.96,0.4439,rest,rest
31.98,0.3817,rest,rest
32.00,0.4368,rest,rest
32.02,0.4466,rest,rest
32.04,0.3628,rest,rest
32.06,0.4258,rest,rest
32.08,0.3859,rest,rest
32.10,0.4016,rest,rest
32.12,0.4306,rest,rest
32.14,0.3865,rest,rest
32.16,0.4055,rest,rest
32.18,0.3655,rest,rest
32.20,0.3982,rest,rest
32.22,0.3896,rest,rest
32.24,0.3687,rest,rest
32.26,0.4351,rest,rest
32.28,0.4318,rest,rest
32.30,0.3715,rest,rest
32.32,0.4097,rest,rest
32.34,0.4009,rest,rest
32.36,0.3700,rest,rest
32.38,0.3845,rest,rest
32.40,0.3773,rest,rest
32.42,0.4392,rest,rest
32.44,0.3663,rest,rest
32.46,0.4069,rest,rest
32.48,0.4092,rest,rest
32.50,0.3826,rest,rest
32.52,0.4151,rest,rest
32.54,0.3610,rest,rest
32.56,0.3916,rest,rest
32.58,0.3820,rest,rest
32.60,0.3660,rest,rest
32.62,0.3648,rest,rest
32.64,0.3505,rest,rest
32.66,0.3869,rest,rest
32.68,0.4332,rest,rest
32.70,0.3754,rest,rest
32.72,0.3695,rest,rest
32.74,0.4134,rest,rest
32.76,0.4324,rest,rest
32.78,0.4040,rest,rest
32.80,0.3822,rest,rest
32.82,0.4384,rest,rest
32.84,0.3703,rest,rest
32.86,0.4021,rest,rest
32.88,0.3953,rest,rest
32.90,0.4004,rest,rest
32.92,0.3709,rest,rest
32.94,0.3978,rest,rest
32.96,0.3939,rest,rest
32.98,0.3699,rest,rest
33.00,0.4083,rest,rest
33.02,0.4665,rest,rest
33.04,0.4035,rest,rest
33.06,0.3736,rest,rest
33.08,0.3863,rest,rest
33.10,0.4059,rest,rest
33.12,0.4175,rest,rest
33.14,0.4306,rest,rest
33.16,0.4020,rest,rest
33.18,0.3874,rest,rest
33.20,0.3408,rest,rest
33.22,0.4063,rest,rest
33.24,0.4064,rest,rest
33.26,0.3798,rest,rest
33.28,0.4368,rest,rest
33.30,0.4159,rest,rest
33.32,0.3690,rest,rest
33.34,0.3897,rest,rest
33.36,0.3936,rest,rest
33.38,0.3509,rest,rest
33.40,0.4265,rest,rest
33.42,0.4059,rest,rest
33.44,0.4058,rest,rest
33.46,0.4271,rest,rest
33.48,0.4543,rest,rest
33.50,0.4041,rest,rest
33.52,0.3912,rest,rest
33.54,0.4438,rest,rest
33.56,0.3876,rest,rest
33.58,0.3758,rest,rest
33.60,0.4078,rest,rest
33.62,0.4101,rest,rest
33.64,0.4180,rest,rest
33.66,0.3576,rest,rest
33.68,0.3559,rest,rest
33.70,0.3933,rest,rest
33.72,0.4116,rest,rest
33.74,0.3981,rest,rest
33.76,0.3642,rest,rest
33.78,0.4357,rest,rest
33.80,0.3809,rest,rest
33.82,0.4055,rest,rest
33.84,0.3751,rest,rest
33.86,0.4238,rest,rest
33.88,0.3757,rest,rest
33.90,0.4385,rest,rest
33.92,0.3782,rest,rest
33.94,0.3743,rest,rest
33.96,0.3852,rest,rest
33.98,0.3681,rest,rest
34.00,0.3457,flex,flex_4
34.02,0.4955,flex,flex_4
34.04,0.5888,flex,flex_4
34.06,0.5965,flex,flex_4
34.08,0.7853,flex,flex_4
34.10,0.8057,flex,flex_4
34.12,0.7490,flex,flex_4
34.14,0.8826,flex,flex_4
34.16,0.9451,flex,flex_4
34.18,1.0125,flex,flex_4
34.20,1.0756,flex,flex_4
34.22,1.2544,flex,flex_4
34.24,1.2726,flex,flex_4
34.26,1.4500,flex,flex_4
34.28,1.4033,flex,flex_4
34.30,1.3388,flex,flex_4
34.32,1.4788,flex,flex_4
34.34,1.4305,flex,flex_4
34.36,1.5911,flex,flex_4
34.38,1.5275,flex,flex_4
34.40,1.5400,flex,flex_4
34.42,1.4795,flex,flex_4
34.44,1.4410,flex,flex_4
34.46,1.4513,flex,flex_4
34.48,1.5619,flex,flex_4
34.50,1.3723,flex,flex_4
34.52,1.5807,flex,flex_4
34.54,1.6378,flex,flex_4
34.56,1.4630,flex,flex_4
34.58,1.5525,flex,flex_4
34.60,1.4346,flex,flex_4
34.62,1.4059,flex,flex_4
34.64,1.3948,flex,flex_4
34.66,1.5763,flex,flex_4
34.68,1.3720,flex,flex_4
34.70,1.2758,flex,flex_4
34.72,1.3755,flex,flex_4
34.74,1.3240,flex,flex_4
34.76,1.3641,flex,flex_4
34.78,1.3269,flex,flex_4
34.80,1.3566,flex,flex_4
34.82,1.2826,flex,flex_4
34.84,1.1548,flex,flex_4
34.86,1.3687,flex,flex_4
34.88,1.3666,flex,flex_4
34.90,1.2998,flex,flex_4
34.92,1.3612,flex,flex_4
34.94,1.3807,flex,flex_4
34.96,1.3576,flex,flex_4
34.98,1.4104,flex,flex_4
35.00,1.3956,flex,flex_4
35.02,1.4437,flex,flex_4
35.04,1.5274,flex,flex_4
35.06,1.4486,flex,flex_4
35.08,1.5111,flex,flex_4
35.10,1.5233,flex,flex_4
35.12,1.4994,flex,flex_4
35.14,1.4898,flex,flex_4
35.16,1.5130,flex,flex_4
35.18,1.6144,flex,flex_4
35.20,1.5865,flex,flex_4
35.22,1.5241,flex,flex_4
35.24,1.3957,flex,flex_4
35.26,1.4032,flex,flex_4
35.28,1.5316,flex,flex_4
35.30,1.5132,flex,flex_4
35.32,1.5110,flex,flex_4
35.34,1.4704,flex,flex_4
35.36,1.3633,flex,flex_4
35.38,1.3798,flex,flex_4
35.40,1.3600,flex,flex_4
35.42,1.4789,flex,flex_4
35.44,1.2736,flex,flex_4
35.46,1.2529,flex,flex_4
